GENESIS-Tabelle: 12421-0002
Projected population figures: Germany, reference date,;;;;;;;;;;;;;;
variants of the population projection, sex, age years;;;;;;;;;;;;;;
Population projections;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;
Projected population figures (1000);;;;;;;;;;;;;;
;;;;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date
;;;;2022-12-31;2025-12-31;2030-12-31;2035-12-31;2040-12-31;2045-12-31;2050-12-31;2055-12-31;2060-12-31;2065-12-31;2070-12-31
BEV-VARIANTE-02;Mod. birth rate, life expectancy, mig.bal.(G2L2W2);Total;95 years;55.4;62.2;84.1;112.7;68.6;114.3;130.6;166.2;192.9;177.8;156.1
BEV-VARIANTE-02;Mod. birth rate, life expectancy, mig.bal.(G2L2W2);Total;100 years and over;20.5;19.3;23.9;32.4;50.5;44.5;59.1;76.8;102.6;134.0;144.1
BEV-VARIANTE-02;Mod. birth rate, life expectancy, mig.bal.(G2L2W2);Total;Total;84242.2;84756.9;85151.7;85083.8;84853.3;84469.4;83961.5;83402.6;82942.7;82702.0;82599.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;under 1 year;390.5;404.5;410.9;403.8;398.3;402.5;410.1;411.6;409.6;407.3;404.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;5 years;428.8;427.5;423.9;426.4;418.7;413.2;417.5;425.1;426.6;424.6;422.3
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;10 years;401.1;436.1;446.5;439.0;441.0;433.4;427.9;432.2;439.8;441.3;439.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;15 years;402.7;416.9;455.6;462.0;454.0;456.0;448.4;442.9;447.2;454.8;456.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;20 years;432.6;442.3;462.4;491.9;497.7;489.8;491.9;484.3;478.9;483.2;490.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;25 years;528.6;517.0;499.7;508.1;536.0;541.9;534.0;536.1;528.6;523.3;527.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;30 years;534.5;535.7;554.4;529.5;536.5;564.5;570.5;562.7;564.9;557.4;552.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;35 years;583.7;610.0;556.0;570.4;544.9;552.1;580.1;586.2;578.5;580.8;573.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;40 years;550.2;558.4;621.2;564.8;578.9;553.7;561.1;589.2;595.4;587.8;590.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;45 years;501.4;547.0;565.4;625.9;569.9;584.2;559.4;567.0;595.2;601.6;594.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;50 years;520.9;477.1;547.2;564.6;624.7;569.7;584.2;560.0;567.8;596.2;602.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;55 years;672.3;581.8;469.1;538.3;556.1;616.0;562.4;577.4;554.0;562.3;590.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;60 years;655.7;669.2;561.0;453.4;521.6;540.0;599.4;548.1;563.7;541.7;550.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;65 years;530.1;585.9;628.5;529.1;428.7;495.3;514.5;573.1;525.3;541.7;521.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;70 years;432.8;452.5;532.9;576.0;487.2;396.3;460.4;480.4;537.7;494.5;511.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;75 years;320.3;373.3;394.2;468.9;510.8;434.8;355.6;416.0;436.7;491.7;454.3
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;80 years;272.1;196.3;301.8;322.7;388.3;427.3;366.9;302.5;357.1;377.9;428.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;85 years;204.0;236.2;135.0;212.2;230.8;282.3;315.6;274.7;229.3;274.5;294.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;90 years;62.1;88.3;116.5;68.5;111.1;124.2;156.1;178.9;159.4;136.1;166.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;95 years;14.0;16.6;24.5;34.1;20.9;35.6;41.6;54.4;64.9;60.0;53.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;100 years and over;3.7;3.1;4.6;6.9;11.3;9.8;13.6;17.7;24.5;32.7;35.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Male;Total;41551.5;42074.9;42732.8;43137.0;43455.5;43707.3;43925.7;44154.5;44459.0;44869.5;45318.0
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;under 1 year;370.4;383.7;389.5;382.9;377.6;381.6;388.8;390.2;388.3;386.1;383.7
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;5 years;406.5;402.2;398.7;401.2;394.0;388.8;392.9;400.1;401.5;399.6;397.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;10 years;378.4;409.9;416.3;409.6;411.7;404.6;399.4;403.5;410.7;412.1;410.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;15 years;378.0;391.0;423.5;426.9;419.8;421.9;414.8;409.6;413.7;420.9;422.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;20 years;410.7;410.6;423.6;449.4;452.3;445.3;447.5;440.4;435.2;439.3;446.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;25 years;485.2;484.4;460.2;462.1;486.5;489.4;482.4;484.6;477.6;472.4;476.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;30 years;504.4;500.1;519.2;487.0;487.8;512.2;515.2;508.2;510.4;503.4;498.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;35 years;559.3;582.5;522.4;536.3;503.6;504.3;528.8;531.8;524.9;527.1;520.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;40 years;544.7;550.1;597.3;533.8;547.3;514.7;515.5;540.0;543.1;536.2;538.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;45 years;503.3;554.5;560.8;605.1;541.6;555.2;522.7;523.7;548.2;551.4;544.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;50 years;524.4;484.9;559.8;564.3;608.3;545.3;559.0;526.9;528.0;552.6;555.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;55 years;671.5;589.7;483.5;557.1;561.7;605.7;543.6;557.5;525.9;527.2;551.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;60 years;666.7;677.1;579.4;475.6;548.4;553.6;597.4;536.7;550.8;520.0;521.7
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;65 years;561.1;620.2;656.2;562.6;462.4;534.2;540.1;583.8;525.0;539.5;509.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;70 years;495.2;509.5;590.0;626.5;538.4;443.4;513.6;520.4;563.7;507.8;522.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;75 years;380.9;451.4;471.3;548.6;585.0;504.4;416.6;484.4;492.4;535.0;483.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;80 years;352.9;260.3;397.0;417.5;489.2;524.8;454.8;377.5;441.3;450.7;492.0
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;85 years;312.6;357.3;202.4;313.3;333.3;394.9;428.1;374.6;313.6;370.0;381.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;90 years;124.4;167.1;210.4;121.9;193.4;210.3;254.5;281.4;250.8;213.7;256.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;95 years;41.4;45.4;59.3;78.3;47.2;78.1;88.3;110.9;127.0;117.0;102.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;100 years and over;16.8;16.2;19.2;25.3;39.0;34.3;45.1;58.6;77.5;100.6;108.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Female;Total;42893.0;43436.7;43907.6;44117.1;44259.9;44320.4;44295.1;44220.3;44183.8;44269.5;44449.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;under 1 year;760.9;788.1;800.5;786.7;775.9;784.2;798.9;801.9;797.9;793.4;788.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;5 years;835.3;829.7;822.5;827.5;812.7;802.1;810.3;825.1;828.1;824.2;819.7
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;10 years;779.5;846.0;862.8;848.6;852.8;838.0;827.3;835.6;850.5;853.5;849.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;15 years;780.7;807.9;879.1;888.9;873.8;878.0;863.2;852.6;860.9;875.7;878.8
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;20 years;843.3;852.8;886.0;941.4;950.1;935.1;939.3;924.6;914.1;922.4;937.3
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;25 years;1013.9;1001.4;960.0;970.2;1022.5;1031.3;1016.4;1020.8;1006.2;995.7;1004.1
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;30 years;1039.0;1035.8;1073.6;1016.5;1024.3;1076.7;1085.6;1070.8;1075.3;1060.8;1050.3
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;35 years;1143.0;1192.5;1078.4;1106.7;1048.5;1056.4;1108.9;1118.0;1103.3;1107.9;1093.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;40 years;1094.9;1108.5;1218.5;1098.6;1126.2;1068.4;1076.6;1129.2;1138.4;1124.0;1128.7
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;45 years;1004.7;1101.5;1126.2;1231.0;1111.5;1139.4;1082.2;1090.7;1143.4;1153.0;1138.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;50 years;1045.3;962.1;1106.9;1128.8;1233.0;1115.0;1143.2;1087.0;1095.9;1148.8;1158.7
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;55 years;1343.9;1171.5;952.7;1095.4;1117.8;1221.7;1106.0;1134.9;1079.9;1089.5;1142.6
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;60 years;1322.4;1346.3;1140.4;929.0;1070.1;1093.6;1196.9;1084.8;1114.5;1061.7;1072.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;65 years;1091.2;1206.0;1284.7;1091.7;891.1;1029.6;1054.6;1156.9;1050.3;1081.2;1031.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;70 years;927.9;962.0;1122.9;1202.5;1025.6;839.6;974.1;1000.8;1101.5;1002.3;1034.7
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;75 years;701.1;824.7;865.5;1017.4;1095.8;939.2;772.2;900.5;929.1;1026.7;937.5
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;80 years;625.0;456.6;698.8;740.2;877.4;952.1;821.8;680.0;798.4;828.6;920.9
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;85 years;516.6;593.5;337.4;525.5;564.1;677.3;743.6;649.3;543.0;644.5;675.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;90 years;186.5;255.4;326.9;190.4;304.5;334.5;410.6;460.3;410.2;349.8;423.2
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;95 years;55.4;62.0;83.9;112.4;68.1;113.7;129.9;165.3;191.9;177.0;156.0
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;100 years and over;20.5;19.2;23.7;32.2;50.3;44.2;58.7;76.3;102.0;133.3;143.4
BEV-VARIANTE-03;Mod. birth rate a. life exp.,high mig.bal.(G2L2W3);Total;Total;84444.5;85511.6;86640.4;87254.1;87715.4;88027.7;88220.8;88374.9;88642.8;89139.1;89767.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;under 1 year;381.4;375.5;355.4;335.8;325.6;326.8;328.6;320.0;304.3;290.2;280.9
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;5 years;425.7;415.5;383.1;361.0;341.1;331.0;332.2;334.1;325.4;309.8;295.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;10 years;397.8;423.3;423.0;388.7;366.3;346.5;336.4;337.6;339.5;330.8;315.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;15 years;399.3;404.3;430.9;428.7;394.1;371.8;352.0;341.9;343.1;345.0;336.3
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;20 years;422.7;413.5;422.0;444.1;441.5;407.1;384.8;365.0;355.0;356.2;358.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;25 years;520.6;484.8;436.1;438.6;459.9;457.5;423.1;400.9;381.2;371.2;372.5
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;30 years;530.2;515.5;499.3;446.7;448.7;470.1;467.7;433.5;411.3;391.7;381.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;35 years;580.9;598.0;522.8;504.6;451.9;454.0;475.5;473.2;439.0;417.0;397.4
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;40 years;548.3;550.3;600.9;524.9;506.7;454.4;456.6;478.2;476.1;442.1;420.2
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;45 years;500.1;540.8;551.0;600.6;525.2;507.4;455.6;457.9;479.6;477.6;443.9
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;50 years;520.3;473.8;537.5;547.5;597.0;522.8;505.5;454.4;457.0;478.9;477.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;55 years;672.4;581.4;465.5;528.8;539.5;589.1;516.6;500.1;450.0;453.1;475.2
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;60 years;656.2;670.7;562.3;451.6;514.5;526.2;575.9;505.9;490.7;442.3;446.0
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;65 years;531.1;588.6;633.5;533.9;430.6;492.6;505.7;555.5;489.4;476.0;430.0
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;70 years;433.3;454.9;539.1;585.0;496.3;402.5;463.2;478.0;527.6;466.7;455.6
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;75 years;320.8;375.7;399.7;479.0;524.8;449.0;366.9;425.5;442.0;491.0;436.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;80 years;272.6;198.3;307.1;331.9;403.4;447.7;387.5;320.0;374.9;393.2;440.6
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;85 years;204.5;238.9;138.8;220.5;243.7;302.4;342.1;301.4;253.0;301.1;320.4
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;90 years;62.4;89.9;120.4;72.8;120.2;137.6;176.6;206.2;187.0;161.3;197.0
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;95 years;14.1;17.2;25.8;36.9;23.6;41.4;50.0;67.5;82.6;78.4;70.6
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;100 years and over;3.7;3.2;4.9;7.7;13.2;12.2;17.7;24.3;35.1;48.9;54.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Male;Total;41366.1;41336.4;41090.1;40635.8;40096.1;39485.7;38822.0;38122.0;37433.2;36807.4;36221.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;under 1 year;362.1;356.6;337.4;318.8;309.1;310.3;312.0;303.7;288.8;275.5;266.6
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;5 years;403.9;392.7;364.5;343.2;324.3;314.7;315.9;317.6;309.4;294.5;281.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;10 years;375.7;400.1;400.1;370.0;348.5;329.6;320.0;321.1;322.9;314.7;299.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;15 years;375.5;382.0;407.3;405.4;375.0;353.6;334.7;325.1;326.2;328.0;319.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;20 years;398.8;389.0;399.1;420.1;418.0;387.7;366.2;347.4;337.8;339.0;340.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;25 years;476.0;453.6;415.2;418.4;438.6;436.5;406.2;384.8;365.9;356.3;357.5
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;30 years;498.9;478.8;471.8;428.6;431.1;451.3;449.2;418.9;397.6;378.8;369.2
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;35 years;555.4;567.8;490.3;480.3;436.6;439.2;459.4;457.4;427.2;405.9;387.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;40 years;541.8;539.0;575.1;495.6;485.4;441.9;444.6;464.8;462.9;432.7;411.5
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;45 years;501.0;545.8;543.8;578.2;498.9;488.8;445.6;448.4;468.6;466.8;436.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;50 years;523.0;479.0;547.1;544.2;578.5;499.8;490.0;447.1;450.1;470.4;468.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;55 years;671.1;587.1;476.1;543.4;540.9;575.4;497.7;488.2;445.9;449.0;469.5
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;60 years;667.0;676.8;577.2;468.7;535.7;533.9;568.6;492.3;483.5;441.9;445.4
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;65 years;561.4;620.9;657.3;561.9;457.3;523.8;523.0;558.0;483.8;475.8;435.4
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;70 years;495.6;510.8;592.7;630.2;540.6;441.2;506.9;507.5;542.8;471.6;464.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;75 years;381.3;452.9;474.7;554.4;592.7;510.9;418.7;483.2;485.6;521.2;454.3
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;80 years;353.4;261.8;401.0;424.5;500.2;539.1;468.0;386.1;448.4;453.3;489.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;85 years;313.1;360.0;206.1;321.7;346.1;414.0;452.3;397.6;331.9;389.7;397.9
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;90 years;124.8;169.5;216.3;128.1;206.4;228.7;281.3;315.3;283.8;242.1;290.2
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;95 years;41.6;46.6;62.3;84.6;53.0;90.2;105.1;135.4;158.6;148.6;131.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;100 years and over;17.0;17.0;20.8;28.9;47.0;44.3;61.1;83.7;115.9;157.0;176.3
BEV-VARIANTE-04;Relatively old population (G1L3W1);Female;Total;42678.8;42687.8;42484.8;42048.8;41542.9;40958.9;40277.4;39503.1;38694.5;37946.9;37283.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;under 1 year;743.5;732.2;692.8;654.5;634.7;637.1;640.6;623.7;593.1;565.7;547.5
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;5 years;829.6;808.2;747.6;704.2;665.5;645.7;648.1;651.7;634.8;604.2;576.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;10 years;773.5;823.3;823.1;758.7;714.8;676.1;656.4;658.8;662.3;645.5;614.9
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;15 years;774.8;786.3;838.2;834.1;769.1;725.3;686.6;666.9;669.3;672.9;656.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;20 years;821.5;802.5;821.1;864.2;859.6;794.8;751.0;712.4;692.8;695.2;698.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;25 years;996.6;938.4;851.2;857.0;898.5;893.9;829.3;785.7;747.1;727.5;730.0
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;30 years;1029.1;994.2;971.1;875.3;879.8;921.4;916.9;852.4;808.9;770.4;750.9
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;35 years;1136.3;1165.8;1013.1;984.8;888.5;893.2;934.9;930.5;866.2;822.8;784.5
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;40 years;1090.2;1089.3;1176.0;1020.5;992.1;896.3;901.2;943.0;938.9;874.8;831.6
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;45 years;1001.1;1086.6;1094.8;1178.8;1024.1;996.2;901.1;906.3;948.3;944.4;880.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;50 years;1043.3;952.9;1084.5;1091.7;1175.5;1022.6;995.5;901.5;907.1;949.3;945.8
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;55 years;1343.5;1168.5;941.7;1072.2;1080.4;1164.5;1014.2;988.3;895.9;902.2;944.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;60 years;1323.2;1347.5;1139.5;920.4;1050.2;1060.1;1144.5;998.3;974.2;884.2;891.4
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;65 years;1092.5;1209.5;1290.8;1095.9;887.9;1016.4;1028.8;1113.5;973.2;951.7;865.4
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;70 years;929.0;965.7;1131.9;1215.2;1036.9;843.7;970.1;985.5;1070.4;938.3;920.3
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;75 years;702.0;828.6;874.4;1033.4;1117.5;959.8;785.6;908.6;927.7;1012.2;891.0
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;80 years;626.0;460.1;708.1;756.4;903.6;986.8;855.5;706.1;823.3;846.4;929.7
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;85 years;517.6;598.9;344.9;542.2;589.8;716.4;794.5;699.0;584.8;690.8;718.2
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;90 years;187.2;259.4;336.7;200.8;326.7;366.4;457.9;521.5;470.8;403.4;487.3
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;95 years;55.7;63.8;88.1;121.5;76.6;131.6;155.0;202.9;241.2;227.0;202.3
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;100 years and over;20.7;20.2;25.8;36.6;60.2;56.5;78.8;108.0;151.1;205.9;231.1
BEV-VARIANTE-04;Relatively old population (G1L3W1);Total;Total;84044.9;84024.2;83574.9;82684.6;81639.0;80444.6;79099.4;77625.1;76127.7;74754.4;73505.5
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;under 1 year;391.5;414.6;432.1;432.3;426.3;431.0;440.4;446.2;450.7;454.4;454.9
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;5 years;428.8;427.5;434.0;447.5;447.1;441.2;445.9;455.3;461.1;465.6;469.4
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;10 years;401.1;436.1;446.5;449.1;462.2;461.8;455.8;460.6;470.0;475.8;480.3
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;15 years;402.7;416.8;455.5;462.0;464.1;477.1;476.7;470.8;475.6;485.0;490.8
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;20 years;432.6;442.2;462.3;491.9;497.6;499.8;512.9;512.5;506.6;511.4;520.9
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;25 years;528.6;516.9;499.7;508.0;535.9;541.7;543.9;557.0;556.7;550.9;555.7
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;30 years;534.5;535.7;554.3;529.4;536.4;564.3;570.2;572.4;585.6;585.4;579.6
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;35 years;583.7;610.0;555.9;570.2;544.7;551.8;579.8;585.7;588.1;601.3;601.1
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;40 years;550.2;558.3;621.0;564.6;578.6;553.4;560.6;588.6;594.7;597.1;610.5
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;45 years;501.4;546.9;565.2;625.6;569.5;583.7;558.8;566.2;594.3;600.5;603.1
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;50 years;520.8;477.0;546.8;564.1;623.9;568.7;583.1;558.7;566.4;594.5;601.0
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;55 years;672.3;581.5;468.7;537.4;554.8;614.1;560.3;574.9;551.4;559.3;587.5
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;60 years;655.6;668.5;560.0;452.0;519.4;537.0;595.4;543.9;558.8;536.6;544.9
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;65 years;530.0;585.0;626.7;526.5;425.6;490.7;508.7;565.7;517.6;533.0;512.6
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;70 years;432.6;451.5;530.5;571.6;481.8;390.4;452.1;470.4;525.0;481.7;497.6
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;75 years;320.1;372.1;391.5;463.4;502.0;424.9;345.6;402.3;420.4;471.4;434.0
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;80 years;271.9;195.3;298.6;316.8;377.8;412.1;350.7;286.6;335.9;353.0;398.2
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;85 years;203.7;234.3;132.7;206.1;221.1;266.5;293.6;252.1;207.7;245.8;260.6
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;90 years;62.0;86.9;113.4;65.4;103.7;113.2;139.0;155.8;135.9;113.7;136.7
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;95 years;13.9;16.2;23.5;31.8;18.8;30.9;34.8;44.0;50.7;45.4;39.0
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;100 years and over;3.7;2.9;4.3;6.3;9.7;8.0;10.5;12.9;17.0;21.5;21.9
BEV-VARIANTE-05;Relatively young population (G3L1W3);Male;Total;41545.8;42053.3;42745.4;43206.5;43568.8;43851.9;44108.8;44405.2;44819.6;45368.6;45958.9
BEV-VARIANTE-05;Relatively young population (G3L1W3);Female;under 1 year;371.4;393.3;409.7;409.9;404.2;408.7;417.6;423.0;427.4;430.9;431.3
