GENESIS-Tabelle: 12421-0002
Projected population figures: Germany, reference date,;;;;;;;;;;;;;;
variants of the population projection, sex, age years;;;;;;;;;;;;;;
Population projections;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;
Projected population figures (1000);;;;;;;;;;;;;;
;;;;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date
;;;;2022-12-31;2025-12-31;2030-12-31;2035-12-31;2040-12-31;2045-12-31;2050-12-31;2055-12-31;2060-12-31;2065-12-31;2070-12-31
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Female;85 years;313.1;360.0;206.1;321.7;346.1;414.0;452.3;397.6;331.9;389.7;397.9
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Female;90 years;124.8;169.5;216.3;128.1;206.4;228.7;281.3;315.3;283.8;242.1;290.2
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Female;95 years;41.6;46.6;62.3;84.6;53.0;90.2;105.1;135.4;158.6;148.6;131.7
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Female;100 years and over;17.0;17.0;20.8;28.9;47.0;44.3;61.1;83.7;115.9;157.0;176.3
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Female;Total;42684.0;42744.1;42714.4;42516.8;42249.4;41903.7;41472.2;40974.2;40487.9;40108.5;39835.9
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;under 1 year;754.1;777.0;779.3;754.6;732.0;736.2;746.4;743.8;734.2;722.6;709.7
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;5 years;829.6;808.2;792.4;790.6;765.4;743.0;747.2;757.5;754.9;745.3;733.7
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;10 years;773.5;823.3;823.1;803.5;801.2;776.0;753.6;757.8;768.1;765.5;756.0
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;15 years;774.8;786.3;838.2;834.1;813.9;811.7;786.6;764.1;768.4;778.7;776.1
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;20 years;821.5;802.5;821.1;864.2;859.6;839.6;837.4;812.3;789.9;794.3;804.6
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;25 years;996.6;938.4;851.2;857.0;898.5;893.9;874.0;871.9;846.9;824.6;829.0
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;30 years;1029.1;994.2;971.1;875.3;879.8;921.4;916.9;897.1;895.1;870.2;848.0
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;35 years;1136.3;1165.8;1013.1;984.8;888.5;893.2;934.9;930.5;910.9;909.0;884.2
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;40 years;1090.2;1089.3;1176.0;1020.5;992.1;896.3;901.2;943.0;938.9;919.5;917.7
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;45 years;1001.1;1086.6;1094.8;1178.8;1024.1;996.2;901.1;906.3;948.3;944.4;925.2
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;50 years;1043.3;952.9;1084.5;1091.7;1175.5;1022.6;995.5;901.5;907.1;949.3;945.8
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;55 years;1343.5;1168.5;941.7;1072.2;1080.4;1164.5;1014.2;988.3;895.9;902.2;944.7
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;60 years;1323.2;1347.5;1139.5;920.4;1050.2;1060.1;1144.5;998.3;974.2;884.2;891.4
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;65 years;1092.5;1209.5;1290.8;1095.9;887.9;1016.4;1028.8;1113.5;973.2;951.7;865.4
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;70 years;929.0;965.7;1131.9;1215.2;1036.9;843.7;970.1;985.5;1070.4;938.3;920.3
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;75 years;702.0;828.6;874.4;1033.4;1117.5;959.8;785.6;908.6;927.7;1012.2;891.0
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;80 years;626.0;460.1;708.1;756.4;903.6;986.8;855.5;706.1;823.3;846.4;929.7
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;85 years;517.6;598.9;344.9;542.2;589.8;716.4;794.5;699.0;584.8;690.8;718.2
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;90 years;187.2;259.4;336.7;200.8;326.7;366.4;457.9;521.5;470.8;403.4;487.3
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;95 years;55.7;63.8;88.1;121.5;76.6;131.6;155.0;202.9;241.2;227.0;202.3
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;100 years and over;20.7;20.2;25.8;36.6;60.2;56.5;78.8;108.0;151.1;205.9;231.1
BEV-MODELL-03;High birth r.,low mig.b.,str.r. life exp.(G3L3W1);Total;Total;84055.5;84139.9;84046.4;83645.6;83089.8;82384.7;81552.6;80645.5;79809.8;79192.1;78744.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;under 1 year;386.0;390.8;384.3;375.0;369.8;373.2;378.5;375.5;366.9;359.8;355.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;5 years;428.8;427.5;410.2;399.7;389.9;384.7;388.1;393.4;390.4;381.9;374.8
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;10 years;401.1;436.1;446.5;425.3;414.4;404.6;399.4;402.8;408.1;405.1;396.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;15 years;402.7;416.8;455.5;462.0;440.3;429.4;419.6;414.4;417.8;423.1;420.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;20 years;432.6;442.2;462.3;491.9;497.6;476.0;465.1;455.4;450.3;453.7;459.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;25 years;528.6;516.9;499.7;508.0;535.9;541.7;520.1;509.4;499.6;494.6;498.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;30 years;534.5;535.7;554.3;529.4;536.4;564.3;570.2;548.7;538.0;528.4;523.3
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;35 years;583.7;610.0;555.9;570.2;544.7;551.8;579.8;585.7;564.4;553.8;544.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;40 years;550.2;558.3;621.0;564.6;578.6;553.4;560.6;588.6;594.7;573.5;563.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;45 years;501.4;546.9;565.2;625.6;569.5;583.7;558.8;566.2;594.3;600.5;579.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;50 years;520.8;477.0;546.8;564.1;623.9;568.7;583.1;558.7;566.4;594.5;601.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;55 years;672.3;581.5;468.7;537.4;554.8;614.1;560.3;574.9;551.4;559.3;587.5
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;60 years;655.6;668.5;560.0;452.0;519.4;537.0;595.4;543.9;558.8;536.6;544.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;65 years;530.0;585.0;626.7;526.5;425.6;490.7;508.7;565.7;517.6;533.0;512.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;70 years;432.6;451.5;530.5;571.6;481.8;390.4;452.1;470.4;525.0;481.7;497.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;75 years;320.1;372.1;391.5;463.4;502.0;424.9;345.6;402.3;420.4;471.4;434.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;80 years;271.9;195.3;298.6;316.8;377.8;412.1;350.7;286.6;335.9;353.0;398.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;85 years;203.7;234.3;132.7;206.1;221.1;266.5;293.6;252.1;207.7;245.8;260.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;90 years;62.0;86.9;113.4;65.4;103.7;113.2;139.0;155.8;135.9;113.7;136.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;95 years;13.9;16.2;23.5;31.8;18.8;30.9;34.8;44.0;50.7;45.4;39.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;100 years and over;3.7;2.9;4.3;6.3;9.7;8.0;10.5;12.9;17.0;21.5;21.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Male;Total;41540.3;41992.4;42490.6;42674.8;42754.1;42752.5;42710.0;42674.0;42697.6;42794.8;42898.5
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;under 1 year;366.2;370.7;364.3;355.6;350.6;353.8;358.8;356.0;347.8;341.1;337.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;5 years;406.5;402.2;385.7;375.9;366.7;361.8;365.0;370.0;367.2;359.1;352.3
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;10 years;378.4;409.9;416.3;396.6;386.4;377.3;372.4;375.6;380.6;377.8;369.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;15 years;378.0;391.0;423.5;426.8;406.8;396.6;387.5;382.6;385.8;390.8;388.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;20 years;410.7;410.6;423.6;449.4;452.3;432.2;422.1;413.0;408.1;411.3;416.4
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;25 years;485.2;484.4;460.2;462.1;486.4;489.3;469.3;459.3;450.2;445.3;448.5
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;30 years;504.4;500.1;519.1;487.0;487.7;512.0;515.0;495.0;485.0;475.9;471.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;35 years;559.3;582.5;522.4;536.2;503.4;504.2;528.5;531.5;511.6;501.6;492.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;40 years;544.7;550.1;597.2;533.7;547.1;514.4;515.2;539.6;542.7;522.8;512.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;45 years;503.3;554.4;560.7;604.9;541.3;554.8;522.3;523.2;547.6;550.7;531.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;50 years;524.4;484.8;559.6;563.9;607.7;544.7;558.2;526.1;527.1;551.5;554.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;55 years;671.5;589.5;483.2;556.5;560.9;604.4;542.3;555.9;524.2;525.3;549.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;60 years;666.7;676.8;578.8;474.7;547.0;551.7;594.9;534.0;547.7;516.8;518.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;65 years;561.0;619.7;655.1;560.9;460.4;531.1;536.2;578.8;520.0;533.8;504.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;70 years;495.1;508.9;588.4;623.5;534.5;439.1;507.6;513.2;554.9;498.9;512.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;75 years;380.8;450.6;469.2;544.2;578.1;496.5;408.5;473.3;479.5;519.5;467.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;80 years;352.7;259.5;394.0;412.0;479.6;511.1;440.2;363.1;422.0;428.8;465.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;85 years;312.2;355.2;199.7;306.0;322.0;377.1;404.2;349.9;290.0;339.0;346.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;90 years;124.1;165.1;205.3;116.8;181.5;193.3;229.2;248.6;217.5;182.2;215.4
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;95 years;41.2;44.4;56.8;72.7;42.3;67.4;73.6;89.3;99.1;88.6;75.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;100 years and over;16.7;15.6;17.8;22.4;32.5;26.6;32.9;40.1;50.0;61.2;62.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Female;Total;42882.0;43359.0;43668.3;43658.3;43562.0;43362.9;43064.3;42712.1;42394.3;42182.9;42036.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;under 1 year;752.2;761.5;748.6;730.6;720.4;727.0;737.3;731.5;714.8;700.9;692.8
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;5 years;835.3;829.7;795.8;775.6;756.6;746.5;753.1;763.5;757.6;740.9;727.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;10 years;779.5;845.9;862.7;821.9;800.8;781.9;771.8;778.4;788.7;782.9;766.3
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;15 years;780.7;807.9;879.1;888.8;847.0;826.0;807.1;797.0;803.6;814.0;808.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;20 years;843.3;852.8;885.9;941.3;949.9;908.2;887.3;868.4;858.4;865.0;875.4
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;25 years;1013.8;1001.3;959.9;970.0;1022.3;1031.0;989.5;968.6;949.8;939.8;946.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;30 years;1039.0;1035.7;1073.5;1016.3;1024.0;1076.3;1085.2;1043.7;1023.0;1004.3;994.4
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;35 years;1143.0;1192.4;1078.3;1106.5;1048.1;1056.0;1108.3;1117.3;1076.0;1055.4;1036.8
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;40 years;1094.8;1108.4;1218.2;1098.3;1125.7;1067.8;1075.8;1128.2;1137.4;1096.4;1076.0
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;45 years;1004.7;1101.4;1125.9;1230.5;1110.8;1138.4;1081.1;1089.4;1141.9;1151.2;1110.6
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;50 years;1045.2;961.8;1106.4;1128.0;1231.7;1113.4;1141.3;1084.8;1093.4;1146.0;1155.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;55 years;1343.8;1171.0;951.9;1093.9;1115.6;1218.6;1102.6;1130.8;1075.6;1084.7;1137.2
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;60 years;1322.3;1345.3;1138.7;926.8;1066.4;1088.6;1190.3;1077.9;1106.5;1053.3;1063.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;65 years;1091.0;1204.7;1281.7;1087.4;886.0;1021.8;1044.9;1144.5;1037.6;1066.8;1016.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;70 years;927.7;960.4;1118.9;1195.1;1016.3;829.6;959.7;983.6;1079.9;980.6;1010.5
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;75 years;700.9;822.6;860.7;1007.6;1080.1;921.4;754.1;875.6;899.9;990.9;901.9
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;80 years;624.6;454.8;692.7;728.8;857.4;923.2;790.9;649.7;757.9;781.8;864.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;85 years;516.0;589.5;332.5;512.2;543.0;643.6;697.8;601.9;497.7;584.8;606.8
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;90 years;186.1;252.1;318.7;182.1;285.2;306.5;368.2;404.3;353.4;295.9;352.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;95 years;55.1;60.6;80.4;104.5;61.1;98.3;108.3;133.3;149.7;134.0;114.7
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;100 years and over;20.4;18.5;22.1;28.7;42.2;34.6;43.4;53.0;67.0;82.7;84.1
BEV-MODELL-04;Low birth r.,high mig.b.,sma.r. life exp.(G1L1W3);Total;Total;84422.3;85351.4;86158.9;86333.1;86316.1;86115.4;85774.3;85386.1;85091.9;84977.7;84935.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;under 1 year;386.0;390.9;384.5;375.3;370.1;373.6;379.0;376.0;367.5;360.5;356.4
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;5 years;428.8;427.5;410.3;399.9;390.2;385.1;388.5;393.9;391.0;382.6;375.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;10 years;401.1;436.1;446.5;425.4;414.6;404.9;399.8;403.3;408.7;405.7;397.3
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;15 years;402.7;416.9;455.6;462.0;440.4;429.6;419.9;414.8;418.3;423.7;420.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;20 years;432.6;442.3;462.4;491.9;497.7;476.2;465.5;455.8;450.7;454.3;459.7
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;25 years;528.6;517.0;499.7;508.1;536.0;541.9;520.4;509.8;500.2;495.2;498.7
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;30 years;534.5;535.7;554.4;529.5;536.5;564.5;570.5;549.1;538.5;529.0;524.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;35 years;583.7;610.0;556.0;570.4;544.9;552.1;580.1;586.2;565.0;554.5;545.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;40 years;550.2;558.4;621.2;564.8;578.9;553.7;561.1;589.2;595.4;574.3;564.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;45 years;501.4;547.0;565.4;625.9;569.9;584.2;559.4;567.0;595.2;601.6;580.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;50 years;520.9;477.1;547.2;564.6;624.7;569.7;584.2;560.0;567.8;596.2;602.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;55 years;672.3;581.8;469.1;538.3;556.1;616.0;562.4;577.4;554.0;562.3;590.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;60 years;655.7;669.2;561.0;453.4;521.6;540.0;599.4;548.1;563.7;541.7;550.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;65 years;530.1;585.9;628.5;529.1;428.7;495.3;514.5;573.1;525.3;541.7;521.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;70 years;432.8;452.5;532.9;576.0;487.2;396.3;460.4;480.4;537.7;494.5;511.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;75 years;320.3;373.3;394.2;468.9;510.8;434.8;355.6;416.0;436.7;491.7;454.3
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;80 years;272.1;196.3;301.8;322.7;388.3;427.3;366.9;302.5;357.1;377.9;428.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;85 years;204.0;236.2;135.0;212.2;230.8;282.3;315.6;274.7;229.3;274.5;294.1
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;90 years;62.1;88.3;116.5;68.5;111.1;124.2;156.1;178.9;159.4;136.1;166.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;95 years;14.0;16.6;24.5;34.1;20.9;35.6;41.6;54.4;64.9;60.0;53.1
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;100 years and over;3.7;3.1;4.6;6.9;11.3;9.8;13.6;17.7;24.5;32.7;35.1
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Male;Total;41547.0;42039.3;42587.6;42849.2;43026.7;43136.2;43204.1;43265.3;43372.9;43558.4;43768.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;under 1 year;366.2;370.8;364.4;355.8;350.9;354.1;359.2;356.4;348.4;341.7;337.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;5 years;406.5;402.2;385.8;376.1;367.0;362.1;365.4;370.5;367.7;359.7;353.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;10 years;378.4;409.9;416.3;396.7;386.6;377.6;372.7;376.0;381.1;378.3;370.3
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;15 years;378.0;391.0;423.5;426.9;406.9;396.9;387.8;382.9;386.2;391.3;388.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;20 years;410.7;410.6;423.6;449.4;452.3;432.4;422.4;413.3;408.5;411.8;416.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;25 years;485.2;484.4;460.2;462.1;486.5;489.4;469.5;459.6;450.5;445.7;449.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;30 years;504.4;500.1;519.2;487.0;487.8;512.2;515.2;495.3;485.3;476.3;471.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;35 years;559.3;582.5;522.4;536.3;503.6;504.3;528.8;531.8;512.0;502.1;493.1
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;40 years;544.7;550.1;597.3;533.8;547.3;514.7;515.5;540.0;543.1;523.4;513.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;45 years;503.3;554.5;560.8;605.1;541.6;555.2;522.7;523.7;548.2;551.4;531.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;50 years;524.4;484.9;559.8;564.3;608.3;545.3;559.0;526.9;528.0;552.6;555.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;55 years;671.5;589.7;483.5;557.1;561.7;605.7;543.6;557.5;525.9;527.2;551.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;60 years;666.7;677.1;579.4;475.6;548.4;553.6;597.4;536.7;550.8;520.0;521.7
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;65 years;561.1;620.2;656.2;562.6;462.4;534.2;540.1;583.8;525.0;539.5;509.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;70 years;495.2;509.5;590.0;626.5;538.4;443.4;513.6;520.4;563.7;507.8;522.8
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;75 years;380.9;451.4;471.3;548.6;585.0;504.4;416.6;484.4;492.4;535.0;483.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;80 years;352.9;260.3;397.0;417.5;489.2;524.8;454.8;377.5;441.3;450.7;492.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;85 years;312.6;357.3;202.4;313.3;333.3;394.9;428.1;374.6;313.6;370.0;381.1
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;90 years;124.4;167.1;210.4;121.9;193.4;210.3;254.5;281.4;250.8;213.7;256.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;95 years;41.4;45.4;59.3;78.3;47.2;78.1;88.3;110.9;127.0;117.0;102.9
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;100 years and over;16.8;16.2;19.2;25.3;39.0;34.3;45.1;58.6;77.5;100.6;108.4
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Female;Total;42888.8;43402.8;43769.8;43844.0;43852.9;43778.2;43609.9;43376.0;43152.4;43024.3;42977.0
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;under 1 year;752.2;761.6;748.9;731.1;721.0;727.7;738.2;732.5;715.9;702.2;694.2
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;5 years;835.3;829.7;796.1;776.0;757.2;747.2;753.9;764.4;758.7;742.2;728.5
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;10 years;779.5;846.0;862.8;822.1;801.3;782.4;772.5;779.2;789.8;784.1;767.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;15 years;780.7;807.9;879.1;888.9;847.3;826.5;807.7;797.7;804.5;815.0;809.4
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;20 years;843.3;852.8;886.0;941.4;950.1;908.6;887.8;869.1;859.2;866.1;876.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;25 years;1013.9;1001.4;960.0;970.2;1022.5;1031.3;990.0;969.3;950.7;940.9;947.7
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;30 years;1039.0;1035.8;1073.6;1016.5;1024.3;1076.7;1085.6;1044.4;1023.9;1005.3;995.6
BEV-MODELL-05;Low birth r.,high mig.b.,mod.r. life exp.(G1L2W3);Total;35 years;1143.0;1192.5;1078.4;1106.7;1048.5;1056.4;1108.9;1118.0;1077.0;1056.5;1038.1
